Mod:Item:MetaData, Localized Name
AgriCraft:channelValve:0, 木质水道阀门
AgriCraft:channelValve:0, 木质水道阀门
AgriCraft:channelValve:0, 木质水道阀门
AgriCraft:channelValve:0, 木质水道阀门
AgriCraft:channelValve:0, 木质水道阀门
AgriCraft:channelValve:0, 木质水道阀门
AgriCraft:channelValve:0, 木质水道阀门
AgriCraft:channelValve:0, 木质水道阀门
AgriCraft:channelValve:0, 木质水道阀门
AgriCraft:channelValve:0, 木质水道阀门
AgriCraft:channelValve:0, 木质水道阀门
AgriCraft:channelValve:0, 木质水道阀门
AgriCraft:channelValve:0, 木质水道阀门
AgriCraft:channelValve:0, 木质水道阀门
AgriCraft:channelValve:0, 木质水道阀门
AgriCraft:channelValve:0, 木质水道阀门
AgriCraft:channelValve:0, 木质水道阀门
AgriCraft:channelValve:0, 木质水道阀门
AgriCraft:channelValve:0, 木质水道阀门
AgriCraft:channelValve:0, 木质水道阀门
AgriCraft:channelValve:0, 木质水道阀门
AgriCraft:channelValve:0, 木质水道阀门
AgriCraft:channelValve:0, 木质水道阀门
AgriCraft:channelValve:0, 木质水道阀门
AgriCraft:channelValve:0, 木质水道阀门
AgriCraft:sprinkler, 洒水壶
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:seedStorage:0, 种子储存器
AgriCraft:peripheral, 数控种子分析仪
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fence:0, 栅栏
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:fenceGate:0, 栅栏门
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:grate:0, 木格栅
AgriCraft:cropPotato, 马铃薯
AgriCraft:cropCarrot, 胡萝卜
AgriCraft:cropSugarcane, 甘蔗
AgriCraft:cropDandelion, 蒲公英
AgriCraft:cropPoppy, 罂粟
AgriCraft:cropOrchid, 兰花
AgriCraft:cropAllium, 绒球葱
AgriCraft:cropTulipRed, 红郁金香
AgriCraft:cropTulipOrange, 橙郁金香
AgriCraft:cropTulipWhite, 白郁金香
AgriCraft:cropTulipPink, 粉郁金香
AgriCraft:cropDaisy, 法兰西菊
AgriCraft:cropCactus, 仙人掌
AgriCraft:cropShroomRed, 红蘑菇
AgriCraft:cropShroomBrown, 棕蘑菇
appliedenergistics2:tile.OreQuartz, 赛特斯石英矿石
appliedenergistics2:tile.OreQuartzCharged, 充能赛特斯石英矿石
appliedenergistics2:tile.BlockMatrixFrame, 矩阵框架
appliedenergistics2:tile.BlockQuartz, 赛特斯石英块
appliedenergistics2:tile.BlockQuartzPillar, 赛特斯竖纹石英块
appliedenergistics2:tile.BlockQuartzChiseled, 錾制赛特斯石英块
appliedenergistics2:tile.BlockQuartzGlass, 石英玻璃
appliedenergistics2:tile.BlockQuartzLamp, 聚能石英玻璃
appliedenergistics2:tile.BlockQuartzTorch, 充能石英火把
appliedenergistics2:tile.BlockFluix, 福鲁伊克斯块
appliedenergistics2:tile.BlockSkyStone:0, 陨石
appliedenergistics2:tile.BlockSkyStone:1, 陨石块
appliedenergistics2:tile.BlockSkyStone:2, 陨石石砖
appliedenergistics2:tile.BlockSkyStone:3, 陨石砖块
appliedenergistics2:tile.BlockSkyChest:0, 陨石箱子
appliedenergistics2:tile.BlockSkyChest:1, 陨石块箱子
appliedenergistics2:tile.BlockSkyCompass, 陨石罗盘
appliedenergistics2:tile.BlockGrinder, 石英磨具
appliedenergistics2:tile.BlockCrank, 木质曲柄
appliedenergistics2:tile.BlockInscriber, 压印器
appliedenergistics2:tile.BlockWireless, ME无线访问点
appliedenergistics2:tile.BlockCharger, 充能器
appliedenergistics2:tile.BlockTinyTNT, 迷你TNT
appliedenergistics2:tile.BlockSecurity, ME安全终端
appliedenergistics2:tile.BlockQuantumRing, ME量子环
appliedenergistics2:tile.BlockQuantumLinkChamber, ME量子链接仓
appliedenergistics2:tile.BlockSpatialPylon, 空间塔
appliedenergistics2:tile.BlockSpatialIOPort, 空间IO端口
appliedenergistics2:tile.BlockCableBus, AE2线缆和(或)总线
appliedenergistics2:tile.BlockController, ME控制器
appliedenergistics2:tile.BlockDrive, ME驱动器
appliedenergistics2:tile.BlockChest, ME箱子
appliedenergistics2:tile.BlockInterface, ME接口
appliedenergistics2:tile.BlockCellWorkbench, 元件工作台
appliedenergistics2:tile.BlockIOPort, ME-IO端口
appliedenergistics2:tile.BlockCondenser, 物质聚合器
appliedenergistics2:tile.BlockEnergyAcceptor, 能源接收器
appliedenergistics2:tile.BlockVibrationChamber, 谐振仓
appliedenergistics2:tile.BlockQuartzGrowthAccelerator, 晶体催生器
appliedenergistics2:tile.BlockEnergyCell, 能源元件
appliedenergistics2:tile.BlockDenseEnergyCell, 致密能源元件
appliedenergistics2:tile.BlockCreativeEnergyCell, 创造能源元件
appliedenergistics2:tile.BlockCraftingUnit:0, 合成单元
appliedenergistics2:tile.BlockCraftingUnit:1, 并行处理单元
appliedenergistics2:tile.BlockCraftingStorage:0, 1k合成存储器
appliedenergistics2:tile.BlockCraftingStorage:1, 4k合成存储器
appliedenergistics2:tile.BlockCraftingStorage:2, 16k合成存储器
appliedenergistics2:tile.BlockCraftingStorage:3, 64k合成存储器
appliedenergistics2:tile.BlockCraftingMonitor:0, 合成监控器
appliedenergistics2:tile.BlockMolecularAssembler, 分子装配室
appliedenergistics2:tile.BlockLightDetector, 光亮探测器
appliedenergistics2:tile.BlockPaint, tile.appliedenergistics2.BlockPaint.name
appliedenergistics2:tile.SkyStoneStairBlock, 陨石楼梯
appliedenergistics2:tile.SkyStoneBlockStairBlock, 陨石块楼梯
appliedenergistics2:tile.SkyStoneBrickStairBlock, 陨石石砖楼梯
appliedenergistics2:tile.SkyStoneSmallBrickStairBlock, 陨石砖块楼梯
appliedenergistics2:tile.FluixStairBlock, 福鲁伊克斯楼梯
appliedenergistics2:tile.QuartzStairBlock, 赛特斯石英楼梯
appliedenergistics2:tile.ChiseledQuartzStairBlock, 錾制赛特斯石英楼梯
appliedenergistics2:tile.QuartzPillarStairBlock, 竖纹赛特斯石英楼梯
appliedenergistics2:tile.SkyStoneSlabBlock:0, 陨石台阶
appliedenergistics2:tile.SkyStoneSlabBlock.double:0, 陨石台阶
appliedenergistics2:tile.SkyStoneBlockSlabBlock:0, 陨石块台阶
appliedenergistics2:tile.SkyStoneBlockSlabBlock.double:0, 陨石块台阶
minecraft:iron_shovel, 铁锹
minecraft:iron_pickaxe, 铁镐
minecraft:iron_axe, 铁斧
minecraft:flint_and_steel, 打火石
minecraft:apple, 苹果
minecraft:bow, 弓
minecraft:arrow, 箭
minecraft:coal:0, 煤炭
minecraft:coal:1, 木炭
minecraft:diamond, 钻石
minecraft:iron_ingot, 铁锭
minecraft:gold_ingot, 金锭
minecraft:iron_sword, 铁剑
minecraft:wooden_sword, 木剑
minecraft:wooden_shovel, 木锹
minecraft:wooden_pickaxe, 木镐
minecraft:wooden_axe, 木斧
minecraft:stone_sword, 石剑
minecraft:stone_shovel, 石锹
minecraft:stone_pickaxe, 石镐
minecraft:stone_axe, 石斧
minecraft:diamond_sword, 钻石剑
minecraft:diamond_shovel, 钻石锹
minecraft:diamond_pickaxe, 钻石镐
minecraft:diamond_axe, 钻石斧
minecraft:stick, 木棍
minecraft:bowl, 碗
minecraft:mushroom_stew, 蘑菇煲
minecraft:golden_sword, 金剑
minecraft:golden_shovel, 金锹
minecraft:golden_pickaxe, 金镐
minecraft:golden_axe, 金斧
minecraft:string, 线
minecraft:feather, 羽毛
minecraft:gunpowder, 火药
minecraft:wooden_hoe, 木锄
minecraft:stone_hoe, 石锄
minecraft:iron_hoe, 铁锄
minecraft:diamond_hoe, 钻石锄
minecraft:golden_hoe, 金锄
minecraft:wheat_seeds, 小麦种子
minecraft:wheat, 小麦
minecraft:bread, 面包
minecraft:leather_helmet, 皮革帽子
minecraft:leather_chestplate, 皮革外套
minecraft:leather_leggings, 皮革裤子
minecraft:leather_boots, 皮革靴子
minecraft:chainmail_helmet, 锁链头盔
minecraft:chainmail_chestplate, 锁链胸甲
minecraft:chainmail_leggings, 锁链护腿
minecraft:chainmail_boots, 锁链靴子
minecraft:iron_helmet, 铁头盔
minecraft:iron_chestplate, 铁胸甲
minecraft:iron_leggings, 铁护腿
minecraft:iron_boots, 铁靴子
minecraft:diamond_helmet, 钻石头盔
minecraft:diamond_chestplate, 钻石胸甲
minecraft:diamond_leggings, 钻石护腿
minecraft:diamond_boots, 钻石靴子
